SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
1010,"b'Colors of My Heart'","b'Sharon Burch'",0.0,183.30077,9,85.319,4,"b"Don't Be Afraid (World)"",1999
1011,"b'Trancemaster 6006'","b'Der Mystik'",0.0,457.42975,1,140.016,4,"b'Good Karma'",0
1012,"b'Ny Dag'","b'Mons Leidvin Takle'",0.0,287.26812,0,66.22,4,"b'Minner'",0
1013,"b'Touch Me 2009'","b'U&ME'",0.0,380.52526,4,128.025,4,"b'Touch Me 2009'",0
1014,"b'Movies / More Movies'","b'Michael Mantler_ Larry Coryell_ Carla Bley_ Steve Swallow_ Tony Williams'",0.0,222.09261,8,90.722,4,"b'Movie Six'",1990
1015,"b'TESOROS DE COLECCION'","b'Gerardo Reyes'",0.0,192.62649,5,158.978,4,"b'T\xc3\xb3quenme La Despedida'",0
1016,"b'Die Menschheit Ist Tot'","b'Wolfman'",0.0,558.10567,9,107.627,5,"b'Omega Satz 3'",0
1017,"b'Caledonia'","b'John Strohm'",0.0,107.20608,9,72.264,1,"b'Thelma'",1996
1018,"b'GUITAR BONES'","b'Adrian Legg'",0.0,188.26404,11,85.745,4,"b'Jam Tomorrow'",0
1019,"b'Awake'","b'Godsmack'",0.0,206.91546,7,145.75,4,"b"Goin' Down"",2000
1020,"b'Istocno Od Gajnica - Live'","b'Hladno Pivo'",0.0,139.98975,7,176.683,4,"b'Will the circle be unbroken'",2000
1021,"b'Muda De Vida (Live)'","b'Humanos'",0.0,290.97751,10,113.891,4,"b'Muda De Vida (Live)'",0
1022,"b'Super DJ Breaks'","b'Simon Harris'",0.0,184.47628,1,105.948,4,"b'Sample Track 14'",0
1023,"b'Miltons_ Minas E Mais'","b'Emmerson Nogueira'",0.0,190.79791,4,120.003,4,"b'Ra\xc3\xa7a'",0
1024,"b"Buddy's Baddest: The Best Of Buddy Guy"","b'Buddy Guy'",0.0,343.66649,11,99.383,3,"b'Innocent Man/ Mannish Boy/ Backdoor Man'",1999
1025,"b'Motion In The Ocean'","b'McFly'",0.0,275.33016,6,160.986,4,"b'Walk In The Sun'",2006
1026,"b'Gro\xc3\x9fstadtlichter'","b'Anne Gabriel'",0.0,203.07546,11,130.016,4,"b'Gro\xc3\x9fstadtlichter (2. Version)'",0
1027,"b'Suave Luz'","b'Mocedades_ Mocedades'",0.0,205.73995,4,136.445,4,"b'Hacer camino'",1995
1028,"b'The Neighbor (Music From The Motion Picture)'","b'Erika Jayne'",0.0,224.70485,0,125.997,4,"b'Just A Phaze'",0
1029,"b'The Tartan Collection'","b'Ian Powrie'",0.0,125.64853,9,113.623,4,"b'Flower of the Quern'",0
1030,"b'Cool - Chillout'","b'UNKLE / Ian Brown'",0.0,315.0624,3,209.911,3,"b'Be There'",1999
1031,"b'Brokeback Mountain Soundtrack'","b'Willie Nelson'",0.0,279.24853,2,112.268,4,"b'He Was A Friend Of Mine'",2005
1032,"b'A Venom Well Designed'","b'The Great Deceiver'",0.0,204.69506,8,145.309,1,"b'Destroy / Adore'",0
1033,"b'Soldier of Love'","b'Sade'",0.0,234.26567,7,87.553,5,"b'Morning Bird'",2010
1034,"b"Enfants D'hiver"","b'Jane Birkin'",0.0,171.49342,11,166.353,4,"b'Madame'",2008
1035,"b'The Absolutely Essential Irish Collection'","b'Liam Clancy'",0.0,138.23955,3,108.447,1,"b"Whiskey You're The Devil"",0
1036,"b'Triangulo De Amor Bizarro'","b'Triangulo De Amor Bizarro'",0.0,126.98077,6,154.337,4,"b'Isa Vs El Partido Humanista'",0
1037,"b'Greatest Hits'","b'Blondie'",0.0,190.45832,4,154.456,4,"b'X Offender (2001 Digital Remaster)'",2002
1038,"b'Alan Lomax in Haiti'","b'Odelia_ Anita'",0.0,58.20036,11,115.847,4,"b'Alouba_ Alouba_ Nous Mare-o'",0
1039,"b'Best Of Cowboy Junkies'","b'Cowboy Junkies'",0.0,189.85751,9,130.277,4,"b'Cowboy Junkies Lament'",1992
1040,"b'Feelin` Alone'","b'2-Gether feat. Sarinah'",0.0,190.82404,11,85.291,3,"b'Feelin` Alone'",0
1041,"b'King Ska'","b'No Sports'",0.0,195.99628,4,107.289,4,"b"Workin' man"",1993
1042,"b'Hier'","b'Selig'",0.0,267.83302,2,135.443,4,"b'Diva'",1995
1043,"b'The Very Best Of Little Beaver'","b'Little Beaver'",0.0,299.49342,4,119.631,4,"b"Let's Stick Together"",1974
1044,"b'Come Home'","b'Franklin Delano'",0.0,212.47955,2,110.575,3,"b'I Am A Cow'",0
1045,"b'Big Ones'","b'Aerosmith'",0.0,329.69098,5,115.106,4,"b"Janie's Got A Gun"",1989
1046,"b'An American Original'","b'Louis Armstrong'",0.0,194.84689,10,113.309,4,"b'Basin Street Blues'",1985
1047,"b'Circus'","b'Argent'",0.0,248.39791,1,125.851,4,"b'Shine On Sunshine'",1975
1048,"b'Lido'","b'Clearlake'",0.0,439.66649,2,111.834,3,"b'Winterlight'",2000
1049,"b'Severed Survival'","b'Autopsy'",0.0,170.97098,1,196.159,1,"b'Service For A Vacant Coffin'",0
1050,"b'Sailor'","b'Steve Miller Band'",0.0,185.88689,5,93.252,4,"b'Lucky Man (1990 Digital Remaster)'",1968
1051,"b'A Kiss And A Cuddle'","b"The Cat's Miaow"",0.0,103.00036,2,92.966,5,"b'Talking To Trees'",2003
1052,"b'Summer Dance Party - The Party Collection'","b'A/C Project'",0.0,201.22077,8,131.969,4,"b'Stand By Me'",0
1053,"b'Live in L.A. Death & Raw'","b'DEATH'",0.0,300.66893,10,112.417,3,"b'Zero tolerance'",0
1054,"b'Ludwig van Beethoven: The Piano Sonatas_ Volume 2'","b'Andr\xc3\xa1s Schiff'",0.0,537.96526,5,99.111,4,"b'Allegro [Sonata No. 6 F major op. 10/2] (Ludwig van Beethoven)'",0
1055,"b'Bohemio Enamorado'","b'Donato Poveda'",0.0,249.49506,2,171.935,4,"b'Loving You_ Loving Me (a d\xc3\xbao con Gisselle)'",0
1056,"b'Last Of The Good Guys'","b'One Flew South'",0.0,210.52036,2,152.997,4,"b'It Is Good'",0
1057,"b'Vs Laudert & Fr\xc3\xb6hlich'","b'Pyranja'",0.0,181.49832,11,117.991,4,"b'30 Grad'",0
1058,"b'Beyond Expression'","b'Thomas Coastline'",0.0,455.99302,6,139.995,4,"b'Beyond Expression'",0
1059,"b'King Of All Kings'","b'Hate Eternal'",0.0,176.32608,6,112.719,4,"b'Servants Of The Gods'",2002
1060,"b'The Essential George Gershwin Collection'","b'Jo Stafford'",0.0,180.50567,0,81.336,1,"b'A Foggy Day'",0
1061,"b'Another Day'","b'Deep Voices feat. Torsten Verlinden'",0.0,494.54975,7,132.006,4,"b'Another Day'",0
1062,"b'The Frank And Walters'","b'The Frank And Walters'",0.0,166.79138,0,138.811,4,"b'Rasputin'",0
1063,"b'Hi-Hat Club Vol.2 - Suff Draft'","b'Suff Daddy'",0.0,94.56281,7,94.938,4,"b'The Paper'",0
1064,"b'Beautiful'","b'Ferry Corsten'",0.0,411.97669,11,135.047,4,"b'Beautiful (Re-Locate Mix)'",2007
1065,"b'Hello'","b'Half Japanese'",0.0,92.78649,6,127.23,1,"b'The Legend Of Hillbilly John'",2001
1066,"b'Pop Up - De Luxe'","b'Yelle'",0.0,255.55546,9,117.011,4,"b'Les Femmes'",2007
1067,"b'Another Setting'","b'The Durutti Column'",0.0,290.63791,4,81.807,4,"b'Favourite Decending Intervals'",1983
1068,"b'Hung Like A Horse EP'","b'All Leather'",0.0,121.05098,5,145.859,4,"b'Please Jesus_ Send Me Someone To Fuck'",0
1069,"b'Make Yourself Sick'","b'Boys Night Out'",0.0,240.14322,9,174.675,4,"b"I Got Punched in the Nose for Sticking My Face in Other People's Business"",2003
1070,"b'In The Stars'","b'Madison Park'",0.0,196.98893,0,120.046,4,"b'One Day'",2006
1071,"b'Working On A Groovy Thing'","b'Barbara Lewis'",0.0,151.74485,7,102.168,1,"b'Make Me Belong To You (LP Version)'",0
1072,"b'Super Hits'","b'Alice Cooper'",0.0,337.52771,10,138.81,4,"b'Stolen Prayer'",1994
1073,"b'Erector Set'","b'Erectus Monotone'",0.0,84.87138,0,165.083,5,"b'Hips'",0
1074,"b'Everyday Rapture'","b'Sherie Rene Scott'",0.0,165.82485,5,121.58,4,"b'Why'",0
1075,"b'Get Myself Together'","b'Danny Barnes'",0.0,169.482,4,83.277,1,"b'Big Girl Blues'",2005
1076,"b'Outdoor Miner E.P.'","b'The Blue Aeroplanes'",0.0,321.04444,2,119.345,4,"b'Bad Moon Rising'",1992
1077,"b'Coming Home'","b'Goldfish'",0.0,172.61669,11,104.031,1,"b'Tracy'",2004
1078,"b'Dragon Boys'","b'Premiums'",0.0,173.58322,11,120.177,4,"b'All I Really Want'",0
1079,"b'Radio Fusebox'","b'Andy Stochansky'",0.0,412.1073,8,73.662,4,"b'Arrest'",0
1080,"b"Croc' noces"","b'Les Ogres De Barback'",0.0,247.32689,0,71.084,3,"b'Flute'",2001
1081,"b"Truckin' Sessions"","b'Dale Watson and His Lone Stars'",0.0,219.03628,2,127.343,4,"b"Big Wheels Keep Rollin'"",0
1082,"b'Kix Live'","b'Kix'",0.0,366.57587,1,196.865,7,"b'Hot Wire [Live Version]'",0
1083,"b'The Best Of'","b'Stevie Ray Vaughan And Double Trouble'",0.0,368.63955,1,150.582,3,"b"Ain't Gone 'N' Give Up On Love"",2005
1084,"b'A Walk in the Sun and Other Songs and Ballads'","b'Earl Robinson'",0.0,168.54159,2,81.866,7,"b'Joe Hill'",1990
1085,"b'The Declaration of Interdependence'","b'Eric Sarmiento'",0.0,309.99465,2,104.419,4,"b'Last Living Expert'",0
1086,"b'Introducing The Style Council'","b'The Style Council'",0.0,464.84853,7,233.486,4,"b'Money-Go-Round (Parts 1 & 2)'",1983
1087,"b'Must B 21'","b'Will.I.Am'",0.0,218.61832,2,110.096,4,"b"It's Okay -Triple Seven and Dante Santiago"",2003
1088,"b'Corigliano & Rzewski: Ballads & Fantasies'","b'David Jalbert'",0.0,554.9971,10,151.715,4,"b'North American Ballads: No. 2 - Which Side Are You On?'",0
1089,"b'B.A.R.S. The Barry Adrian Reese Story'","b'Cassidy featuring Swizz Beatz'",0.0,280.71138,10,104.091,5,"b'I Get My Paper'",0
1090,"b'Bend Down And Touch Me'","b'Glenn Yarbrough'",0.0,146.12853,2,98.253,3,"b'The Ivy That Clings To The Wall (Album Version)'",0
1091,"b'101'","b'Tea For Two'",0.0,291.63057,5,121.533,4,"b'All Too Late'",0
1092,"b'Soca Gold 2009'","b'KMC'",0.0,177.3971,1,60.379,1,"b'Yest'",0
1093,"b'Gigantic'","b'Flesh For Lulu'",0.0,233.82159,4,98.314,1,"b'Hypermania'",0
1094,"b'Fire Fe Lucifer'","b'Peter Broggs'",0.0,218.14812,8,139.821,4,"b'I Appreciate Your Creation'",0
1095,"b'A Tribute'","b'Stonewall Jackson and Super Friends'",0.0,167.49669,11,177.233,4,"b'BJ the DJ'",0
1096,"b'April'","b'Bl\xc3\xb8f'",0.0,210.88608,6,137.588,4,"b'Midzomernacht'",2009
1097,"b'Tootya'","b'Toufic Farroukh'",0.0,255.97342,2,100.014,4,"b'Ya Habibi'",2007
1098,"b'Reverse'","b'Amnesia'",0.0,214.56934,0,102.001,4,"b'Aria Meccanica'",0
1099,"b'Honky Tonk Rockabillies_ Volume 2'","b'Joe Maphis'",0.0,164.04853,11,141.312,1,"b'Town Hall Boogie'",0
1100,"b'Cracks'","b'Javier Navarrete'",0.0,78.10567,5,98.077,3,"b'The New Girl'",0
1101,"b'Ring My Bell - The Remixes'","b'Anita Ward'",0.0,483.73506,7,87.895,3,"b'Ring My Bell'",1979
1102,"b"NOW (That's What I Call Music) 22"","b'Nickelback'",0.0,217.62567,0,164.025,4,"b"Savin' Me"",2005
1103,"b'Changed Days Same Roots'","b'The Poozies'",0.0,333.29587,0,143.497,3,"b"Lien Vals/Julia's Waltz"",0
1104,"b"Precious Lord & I'll Rise Again"","b'Al Green'",0.0,294.29506,11,148.728,3,"b"I Just Can't Make It By Myself"",0
1105,"b'Secret Wispers - Double Image pays homage to Clara Schumann'","b'Double Image'",0.0,348.42077,7,135.092,4,"b"Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante"",0
1106,"b'Pops Roundup'","b'Boston Pops Orchestra;Arthur Fiedler'",0.0,166.53016,5,133.243,4,"b'Deep in the Heart of Texas'",0
1107,"b'Soulful'","b'Ruben Studdard featuring Pretty Tony'",0.0,218.53995,11,86.387,4,"b'Can I Get Your Attention'",2003
1108,"b'The Manhattan Love Suicides - Deluxe Edition - Longer & Louder'","b'The Manhattan Love Suicides'",0.0,124.55138,0,175.332,4,"b'(The Guy On the) 14th Floor'",2006
1109,"b'Don Corleon Presents - Raging Bull Riddim'","b'Tony Matterhorn'",0.0,207.01995,10,135.005,7,"b'Turn It Around'",0
1110,"b'Mondi\xc3\xa0l'","b'GTO'",0.0,229.82485,7,102.013,4,"b'Autostop'",0
1111,"b'Bestiola'","b'Hidrogenesse'",0.0,314.33098,4,84.74,5,"b'Fuig Llop Fuig Llop Fuig Llop (Bestiola)'",2008
1112,"b'In the Time of My Fourth Great-Grandfather... Western Sisaala Music from Lambussie_ Ghana'","b'Men and Women of Lambussie'",0.0,248.47628,11,107.704,3,"b'Kyanna Song #3'",0
1113,"b'Red=Luck'","b'Patty Larkin'",0.0,205.21751,5,215.991,4,"b'Inside Your Painting'",2003
1114,"b'Bermuda Triangle EP'","b'Alex Stealthy'",0.0,413.23057,9,126.903,4,"b'Violin'",0
1115,"b'Once More'","b'Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas'",0.0,499.22567,9,77.979,5,"b'Horizons'",0
1116,"b'Dos Amigos EP'","b'Chris Fortier & Code Talkers'",0.0,515.94404,6,126.931,4,"b'Missing Libraries'",0
1117,"b'One Way Ticket To Hell...And Back'","b'The Darkness'",0.0,163.7873,9,112.736,4,"b'Knockers [Album Version]'",0
1118,"b'Blues'","b'Little Brother Montgomery'",0.0,111.82975,5,97.866,1,"b"It's All Over Now"",0
1119,"b'Alfie - Music From The Motion Picture'","b'Mick Jagger and Joss Stone'",0.0,157.28281,0,92.731,3,"b'Lonely Without You (This Christmas)'",0
1120,"b'Amsterdam'","b'Luka Bloom'",0.0,257.67138,3,111.76,4,"b'Sunny Sailor Boy'",1994
1121,"b'En attendant le tour'","b'Gus Viseur'",0.0,157.51791,9,225.812,3,"b'Gracieusette'",0
1122,"b'RCA Country Legends'","b'Hank Locklin'",0.0,143.82975,7,150.439,1,"b'Why Baby Why'",0
1123,"b'Global Warming'","b'Sonny Rollins'",0.0,549.58975,10,110.473,4,"b'Island Lady'",1998
1124,"b'Lumipallo'","b'J. Karjalainen & Mustat Lasit'",0.0,169.74322,0,70.802,5,"b'Adios_ Amigos! (2003 Digital Remaster)'",0
1125,"b'Pain Perdu - Pot Pourri'","b'My Name Is Nobody'",0.0,157.80526,0,134.999,1,"b'The Automat'",0
1126,"b'Simona'","b'Wilson Simonal'",0.0,180.92363,9,67.628,4,"b'Sistema Nervoso'",0
1127,"b'Belly of the Lion'","b'Ola Podrida'",0.0,220.26404,9,168.069,4,"b'Lakes Of Wine'",2009
1128,"b'Digiland'","b'Autistic'",0.0,487.6273,8,128.006,4,"b'Digiland'",0
1129,"b'The Interpreter / Die Dolmetscherin'","b'James Newton Howard'",0.0,89.10322,1,141.233,5,"b'Phillippe'",0
1130,"b'Orange Pony - EP'","b'Hilt'",0.0,707.00363,5,100.374,5,"b'Yellow Sunshine (Explosions In My Head)'",1991
1131,"b'Torch This Place'","b'The Atomic Fireballs'",0.0,225.85424,10,94.63,4,"b'Starve A Fever (LP Version)'",1999
1132,"b'Truly Madly Deeply'","b'Cascada'",0.0,177.13587,6,140.056,4,"b'Truly Madly Deeply'",2006
1133,"b'Musik f\xc3\xbcr beide Ohren'","b'Die Kassierer'",0.0,151.14404,7,112.928,4,"b'Zu voll zum Verkehr'",1999
1134,"b'Chasing Fireflies'","b'Peter Brown'",0.0,177.99791,4,135.112,3,"b'Lemonade'",0
1135,"b'Lisbon Concert'","b'Terry Riley'",0.0,349.20444,6,95.074,7,"b'Peace Dance'",1992
1136,"b'Joy Enriquez'","b'Joy Enriquez'",0.0,260.96281,10,96.087,4,"b'Between You And Me'",2001
1137,"b'House Of Large Sizes'","b'House of Large Sizes'",0.0,137.09016,2,132.359,4,"b'Stop Sign Malaria'",2002
1138,"b'Pure Thrillseekers'","b'Dub Syndicate'",0.0,228.30975,7,160.56,4,"b'Tricks (w/Cornell Campbell)'",2005
1139,"b'At First Sight  Includes Bo Nus Disc With Bsides \\ Live Tracks'","b'The Stems'",0.0,200.51546,7,147.847,4,"b'Sad Girl (Single Mix)'",0
1140,"b'Sing My Song'","b'Marc Korn'",0.0,388.28363,8,139.995,4,"b'Sing My Song (DJ Blue Thunder vs. Indurro Remix)'",0
1141,"b'Where There Is Power There Is Always Resistance'","b'Malefaction'",0.0,139.17995,9,137.795,1,"b'Ongoing Plague'",2003
1142,"b'De Colombia Para El Mundo'","b'Sonora Carruseles'",0.0,295.31383,5,76.799,3,"b'La Chola Caderona'",1999
1143,"b'First Time In A Long Time: The Reprise Recordings'","b'Fanny'",0.0,340.58404,9,141.535,4,"b'A Little While Later (Album Version)'",0
1144,"b'Homicidal Lifestyle'","b'Gangsta Pat'",0.0,279.97995,11,141.625,4,"b'Lay Me Down (Featuring Lil Tee)'",0
1145,"b'The Impossible Shapes'","b'The Impossible Shapes'",0.0,259.18649,8,106.189,4,"b'Dreamspeak'",0
1146,"b'Amos In Ohio'","b'Kyle Andrews'",0.0,196.67546,3,116.945,4,"b'Your Tester Bunny'",2006
1147,"b'The Queen In Waiting (The Columbia Years 1960-1965)'","b'Aretha Franklin'",0.0,159.65995,2,94.277,3,"b"You'll Lose A Good Thing"",1994
1148,"b'Mental Madness pres. Pure Hands Up! Vol. 3'","b'Rumble!'",0.0,466.75546,2,138.997,4,"b'Tricky Tricky'",0
1149,"b'10000 Km'","b'La Portuaria'",0.0,250.43546,1,96.001,4,"b'10000 Km'",0
1150,"b'Ros\xc3\xa9'","b'Bran Van 3000'",0.0,252.3424,1,92.003,4,"b'So Fine'",2007
1151,"b'Por La Mitad'","b'Julio Iglesias Jr'",0.0,252.13342,3,150.071,4,"b'Angel'",2008
1152,"b'How To Get To Heaven From Scotland'","b'Aidan Moffat + The Best Ofs'",0.0,162.7424,0,125.284,5,"b'The Last Kiss'",2009
1153,"b'Live At Valle Dei Templi'","b'Big One'",0.0,499.69587,11,128.505,4,"b'Comfortubly Numb'",0
1154,"b'Yes'","b'Pet Shop Boys'",0.0,221.23057,0,128.005,4,"b'Did you see me coming?'",2009
1155,"b'Christmas In Black and White'","b'Nicole Mullen'",0.0,194.95138,2,94.012,1,"b'The Christmas Song  (LP Version)'",0
1156,"b'Audience...Plus'","b'Audience'",0.0,246.90893,7,151.83,1,"b'Leave It Unsaid'",1995
1157,"b'The Great American Songbook'","b'Frank Sinatra'",0.0,217.12934,5,79.042,1,"b'We Kiss In A Shadow'",1993
1158,"b'Bourges 1979'","b'Magma'",0.0,494.44526,6,93.657,4,"b'Nono'",0
1159,"b'Days Of Open Hand'","b'Suzanne Vega'",0.0,156.49914,7,90.052,1,"b'Fifty-Fifty Chance (Fifty Fifty)'",1990
1160,"b'Girando No Salao'","b'Beto Barbosa'",0.0,232.30649,7,99.182,4,"b'Sol De Verao'",0
1161,"b'Me Cuesta Tanto Olvidarte'","b'Ana Torroja'",0.0,218.5922,2,160.026,4,"b'Barco A Venus'",2002
1162,"b'Power From Hell'","b'Onslaught'",0.0,281.12934,2,177.838,4,"b'Thermo Nuclear Devastation'",1985
1163,"b'A Prayer Under Pressure Of Violent Anguish'","b'My Ruin'",0.0,221.30893,5,154.207,3,"b'Beauty Fiend'",2000
1164,"b'Original Masters'","b'Elsa Garcia'",0.0,192.96608,0,104.355,4,"b'Me Enamore De Ti'",0
1165,"b'Blindside'","b'Sofa Surfers'",0.0,286.71955,4,157.94,4,"b'Tired Nation'",2010
1166,"b'Tulenkantaja'","b'Uusitalo'",0.0,465.84118,6,243.981,3,"b'Tervatahroja'",2006
1167,"b'First Session'","b'Grant Green'",0.0,376.65914,5,199.057,3,"b'Sonnymoon For Two'",2001
1168,"b'Over The Hill'","b"Alessi's Ark"",0.0,204.61669,4,126.256,4,"b'Over The Hill'",2009
1169,"b'Calling up Soweto  (Feat. Pops Mohamed & Khaya Mahlangu)'","b'Sioen'",0.0,194.35057,9,147.973,7,"b'With your beautiful smile'",0
1170,"b'What Are You Waiting For'","b'Krezip'",0.0,226.5073,8,92.016,4,"b"Don't Crush Me"",2005
1171,"b'Mar de Pedra'","b'Irtio'",0.0,333.73995,2,100.022,3,"b'Outubro'",0
1172,"b'9.0 Live'","b'Slipknot'",0.0,363.7024,9,146.577,1,"b'Skin Ticket (Live version) (Album Version)'",0
1173,"b'Land Of Hope And Crosby'","b'The Coal Porters'",0.0,230.66077,9,140.929,1,"b'Imperial Beach'",0
1174,"b'Evergreen'","b'Echo And The Bunnymen'",0.0,227.39546,1,101.002,4,"b'Bedbugs And Ballyhoo (Live)'",1997
1175,"b'February'","b'Kane'",0.0,422.73914,6,192.476,4,"b'Damn those eyes'",1999
1176,"b'Kiske'","b'Michael Kiske'",0.0,251.0624,2,124.283,4,"b'Silently Craving'",2006
1177,"b'The Mating Sounds Of South American Frogs'","b'Peter and the Test Tube Babies'",0.0,327.60118,7,155.276,4,"b"Trapper Ain't Got A Bird (Dub)"",0
1178,"b'The Privilege Of Power'","b'Riot'",0.0,295.3922,7,133.043,4,"b'Maryanne'",1990
1179,"b'Lavalek'","b'Groupa'",0.0,229.56363,4,85.548,3,"b'Bliv Du Till Gran (If You Became A Spruce)'",1999
1180,"b'Working Man Blues'","b'Sleepy John Estes'",0.0,190.27546,8,85.193,1,"b'Lawyer Clark Blues'",1965
1181,"b'Songs Of Faith And Inspiration'","b'Robert Shaw'",0.0,207.72526,5,102.367,5,"b'Ave Maria'",0
1182,"b'Fire On The Bayou'","b'The Meters'",0.0,251.03628,7,190.682,7,"b"You're A Friend Of Mine"",1975
1183,"b'Dark Horse'","b'Nickelback'",0.0,248.05832,10,89.958,4,"b'If Today Was Your Last Day (Album Version)'",2008
1184,"b'Schwarze Erde'","b'Die Unsichtbaren'",0.0,40.41098,11,71.261,7,"b'Sakrileg zur Freiheit (Skit)'",2006
1185,"b'Moving Mojave / Bloodtrain'","b'Orjan Nilsen'",0.0,409.3122,11,134.016,4,"b'Bloodtrain'",0
1186,"b'De Janeiro'","b'R.I.O.'",0.0,203.96363,4,86.673,3,"b'De Janeiro'",2007
1187,"b'Gjallar'","b'Riger'",0.0,322.89914,3,94.988,4,"b'Eisenhagel'",2004
1188,"b'Piano e Voz'","b'Andr\xc3\xa9 Mehmari_ Na Ozzetti'",0.0,326.68689,7,98.88,5,"b'Felicidade - Sete An\xc3\xa9is e Inf\xc3\xa1ncia'",0
1189,"b'Noah war ein Archetyp'","b'Bodo Wartke'",0.0,151.45751,2,92.606,1,"b'Lalelilolu'",2007
1190,"b"The Singin' Cowboy - 20 Great Favourites"","b'Gene Autry'",0.0,148.1922,10,142.858,3,"b'Half As Much'",0
1191,"b'Black Sounds Of Freedom'","b'Black Uhuru'",0.0,281.15546,8,145.117,4,"b'I Love King Selassie'",1977
1192,"b'20 Exitos'","b'Pepe Aguilar'",0.0,130.63791,3,210.749,5,"b'La Vaquilla'",0
1193,"b'Barriers and Passage'","b'Dysrhythmia'",0.0,73.82159,8,125.134,3,"b'Pulsar'",2006
1194,"b'Bush Meat'","b'Infinite Livez'",0.0,45.63546,3,82.886,3,"b"Cock 'N' Roll"",2004
1195,"b'15 De Coleccion'","b'Ednita Nazario'",0.0,249.41669,0,133.34,4,"b'Tres Deseos'",1995
1196,"b'The Singles Collection'","b'Britney Spears'",0.0,211.01669,11,95.066,4,"b'Oops!...I Did It Again'",2000
1197,"b'Soul Serenade'","b'The Derek Trucks Band'",0.0,343.64036,0,70.505,4,"b'Afro Blue'",2003
1198,"b'Kon ik maar even bij je zijn'","b'Gordon'",0.0,237.29587,7,61.55,5,"b'Scheiding'",1992
1199,"b"Runnin' Wild [Special Edition]"","b'Airbourne'",0.0,153.88689,9,89.546,4,"b'Dirty Angel (Album Version)'",0
1200,"b'Koolmotor Instrumentals'","b'Five Deez'",0.0,129.17506,1,97.956,4,"b'say intro instrumental'",0
1201,"b"Don't Laugh"","b'Josh Wink'",0.0,433.34485,1,108.013,4,"b"Don't Laugh (Manoo's Laugh Remix)"",0
1202,"b'Around The Sun'","b'R.E.M.'",0.0,246.17751,0,107.55,4,"b'Final Straw (Album Version)'",2004
1203,"b'Dont Speak'","b'Forever Sweet'",0.0,293.27628,11,126.975,4,"b'Dont Speak'",0
1204,"b'Tied & True'","b'The Detroit Cobras'",0.0,102.68689,10,122.655,4,"b'On A Monday'",2007
1205,"b'Miracle At St. Anna Original Soundtrack'","b'Terence Blanchard'",0.0,71.13098,0,57.304,4,"b'Main Theme - The Prayer'",0
1206,"b'Zitilites'","b'Kashmir'",0.0,311.71873,7,143.883,4,"b'Big Fresh'",2003
1207,"b"Essential - 80's Love"","b'The Pasadenas'",0.0,242.28526,7,106.722,3,"b'Enchanted Lady'",1988
1208,"b'Blue Eyed in the Red Room'","b'Boom Bip'",0.0,138.81424,8,160.044,4,"b'Soft and Open'",2005
1209,"b'Promised Land'","b'Joe Smooth'",0.0,398.07955,10,126.019,4,"b'Promised Land'",1988
1210,"b'Precious Falling'","b'Quickspace'",0.0,241.99791,4,85.594,4,"b'Death And Annie'",1999
1211,"b'Knock Yer Block Off!'","b'Sloppy Seconds'",0.0,126.4322,0,191.593,4,"b'Ice Cream Man'",0
1212,"b'Shaft'","b'Isaac Hayes'",0.0,116.50567,9,123.134,3,"b'The End Theme'",1971
1213,"b'Amazed'","b'Duncan James'",0.0,235.83302,0,163.979,4,"b'You Can'",0
1214,"b"Steppin' Out"","b'Paul Taylor'",0.0,275.46077,0,66.407,5,"b'Enchanted Garden'",0
1215,"b'Dark Shades Of Blue'","b'Xavier Rudd'",0.0,217.75628,2,135.016,4,"b'Up In Flames'",2008
1216,"b'Comfort'","b'Kathy Troccoli'",0.0,282.20036,6,88.55,3,"b"You've Got A Friend"",2005
1217,"b'Live at Austin City Limits Music Festival 2006: Stars'","b'Stars'",0.0,273.65832,2,76.912,4,"b'Going_ Going_ Gone'",0
1218,"b'Gotan Project live'","b'Gotan Project'",0.0,297.22077,9,91.171,3,"b'\xc3\x89poca'",0
1219,"b'Loving You'","b'Estigma'",0.0,466.28526,9,140.009,4,"b'Loving You'",0
1220,"b'Tibet'","b'Paul Horn'",0.0,228.38812,7,50.019,1,"b'The Journey Ends (Resham Firiri)'",0
1221,"b'Genesis Exodus Instrumental Cuts'","b'Main Concept'",0.0,358.97424,11,86.995,4,"b'Das Bildnis (Instrumental)'",1998
1222,"b'Black Man Blues'","b'Josh White'",0.0,180.97587,7,90.031,4,"b'Jesus Is Gonna Make Up My Dying Bed'",0
1223,"b"Lord Of The Ages + Martin's Cafe"","b'Magna Carta'",0.0,214.04689,7,128.332,5,"b"Won't Set The World On Fire"",0
