id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
4499,b59687,a11810,Wildest Dreams,Iron Maiden,2003,Wildest Dreams,Iron Maiden,2003
4500,b779431,a11822,Shining Light,Ash,0,Shining Light,Ash,2001
4511,b691,a11837,Wardance,Killing Joke,1979,Wardance,Killing Joke,1980
4515,b222986,a11839,La Bamba,Los Lonely Boys,0,La Bamba,Los Lobos,1987
4522,b499310,a11872,Spiralling,Keane,2008,Spiralling,Keane,2008
4523,b764620,a11873,The Lovers Are Losing,Keane,2008,The Lovers Are Losing,Keane,2008
4524,b503563,a11874,Perfect Symmetry,Keane,2008,Perfect Symmetry,Keane,2008
4527,b710339,a11878,You Give Me Something,Jamiroquai,2001,You Give Me Something,Jamiroquai,2001
4528,b590351,a11880,Love Foolosophy,Jamiroquai,2001,Love Foolosophy,Jamiroquai,2001
4534,b260091,a11913,Envy,Ash,0,Envy,Ash,2002
4536,b463211,a11915,Orpheus,Ash,0,Orpheus,Ash,2004
4538,b208610,a11919,Requiem,Killing Joke,1980,Requiem,Killing Joke,1980
4540,b355408,a11920,Follow the Leaders,Killing Joke,1981,Follow the Leaders,Killing Joke,1981
4541,b548470,a11921,Empire Song,Killing Joke,1982,Empire Song,Killing Joke,1982
4542,b595674,a11947,Feels Just Like It Should,Jamiroquai,2005,Feels Just Like It Should,Jamiroquai,2005
4544,b286941,a11948,Seven Days In Sunny June,Jamiroquai,2005,Seven Days in Sunny June,Jamiroquai,2005
4546,b350772,a11949,(Don't) Give Hate A Chance,Jamiroquai,2005,(Don't) Give Hate a Chance,Jamiroquai,2005
4549,b776921,a11950,Runaway,Jamiroquai,2006,Runaway,Jamiroquai,2006
4561,b10531,a11964,There's Always Room On The Broom,Liars,2004,There's Always Room on the Broom,Liars,2004
4563,b80692,a11971,The Partisan,Leonard Cohen,1969,The Partisan,Leonard Cohen,1969
4566,b557766,a11999,Kiss Me Deadly,Lita Ford,1988,Kiss Me Deadly,Lita Ford,1988
4568,b435309,a12000,Close My Eyes Forever,Lita Ford,2000,Close My Eyes Forever,Lita Ford,1988
4575,b182282,a12016,Eighties,Killing Joke,1984,Eighties,Killing Joke,1984
4578,b516587,a12040,This Love,Maroon 5,2002,This Love,Maroon 5,2004
4582,b56200,a12046,Breathing,Lifehouse,2000,Breathing,Lifehouse,2001
4585,b561562,a12049,First Time,Lifehouse,2007,First Time,Lifehouse,2007
4587,b629372,a12050,Whatever It Takes,Lifehouse,2007,Whatever It Takes,Lifehouse,2007
4589,b129639,a12056,We Fenced Other Gardens With The Bones Of Our Own,Liars,2004,We Fenced Other Gardens With the Bones of Our Own,Liars,2004
4590,b268047,a12058,Plaster Casts Of Everything,Liars,2007,Plaster Casts of Everything,Liars,2007
4597,b811099,a12068,Something About You,Level 42,1985,Something About You,Level 42,1985
4601,b699473,a12069,Children Say,Level 42,1987,Children Say,Level 42,1987
4604,b631570,a12071,Lessons In Love,Level 42,1986,Lessons in Love,Level 42,1987
4605,b89586,a12095,First We Take Manhattan,Leonard Cohen,1988,First We Take Manhattan,Leonard Cohen,1988
4607,b657533,a12096,I'm Your Man,Leonard Cohen,1988,I'm Your Man,Leonard Cohen,1988
4611,b355005,a12111,A New Day,Killing Joke,1984,A New Day,Killing Joke,1984
4613,b13522,a12124,Faroeste Caboclo,Legi\xc3\xa3o Urbana,1987,Faroeste Caboclo,Legião Urbana,2007
4614,b22055,a12125,Metal Contra As Nuvens,Legi\xc3\xa3o Urbana,1991,Metal Contra As Nuvens,Legião Urbana,2007
4616,b61555,a12129,Vento No Litoral,Legi\xc3\xa3o Urbana,1991,Vento No Litoral,Legião Urbana,2007
4619,b749950,a12131,Too Close,Mike Sheridan and Mads Langer,0,Too Close,Mike Sheridan-Mads Langer,2010
4623,b438856,a12156,Georgia On My Mind,Michael Bolton,1989,Georgia On My Mind,Michael Bolton,1989
4627,b516857,a12159,She Will Be Loved,Maroon 5,2002,She Will Be Loved,Maroon 5,2004
4629,b601905,a12160,Sunday Morning,Maroon 5,2002,Sunday Morning,Maroon 5,2004
4633,b514797,a12161,Harder To Breathe,Maroon 5,2002,Harder to Breathe,Maroon 5,2004
4636,b213067,a12163,Makes Me Wonder,Maroon 5,2007,Makes Me Wonder,Maroon 5,2007
4640,b102402,a12164,Dream Kitchen,Mark Stewart,0,Dream Kitchen,Mark Stewart,1996
4641,b350165,a12166,Just,Mark Ronson feat. Phantom Planet,2007,Just,Mark Ronson-Phantom Planet,2006
4648,b570776,a12168,Stop Me,Mark Ronson featuring Daniel Merriweather,2007,Stop Me,Mark Ronson-Daniel Merriweather,2007
4654,b426837,a12169,Oh My God,Mark Ronson featuring Lily Allen,0,Oh My God,Mark Ronson-Lily Allen,2007
4655,b156908,a12170,Halfway Gone,Lifehouse,2009,Halfway Gone,Lifehouse,2010
4661,b494983,a12194,To Be With You Again,Level 42,1987,To Be With You Again,Level 42,1987
4663,b432637,a12197,Tracie,Level 42,1988,Tracie,Level 42,1989
4666,b782490,a12202,20th Century Boy,Marc Bolan & T-Rex,1991,20th Century Boy,Marc Bolan,1991
4669,b733671,a12230,Tracers,Ash,0,Tracers,Ash,2009
4670,b55227,a12233,Ichiban,Ash,0,Ichiban,Ash,2010
4677,b710533,a12237,Change,Killing Joke,1980,Change,Killing Joke,1992
4682,b175649,a12254,Kyynel,Maj Karma,2004,Kyynel,Maj Karma,2004
4683,b457452,a12269,Dirty Jeans,Magic Dirt,2000,Dirty Jeans,Magic Dirt,2000
4684,b239044,a12271,Supagloo,Magic Dirt,2000,Supagloo,Magic Dirt,2001
4685,b359732,a12287,How Am I Supposed To Live Without You,Michael Bolton,1989,How Am I Supposed to Live Without You,Michael Bolton,1989
4686,b157666,a12289,Time To Pretend,MGMT,2005,Time to Pretend,MGMT,2007
4689,b349560,a12290,Electric Feel,MGMT,2007,Electric Feel,MGMT,2008
4692,b610065,a12292,Kids,MGMT,2005,Kids,MGMT,2008
4694,b379054,a12293,Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,0,Pursuit of Happiness,Kid Cudi-MGMT-Ratatat,2010
4695,b442533,a12295,Wake Up Call,Maroon 5 / David Banner,2007,Wake Up Call,Maroon 5,2007
4699,b705190,a12296,Won't Go Home Without You,Maroon 5,2007,Won't Go Home Without You,Maroon 5,2007
4702,b560882,a12298,If I Never See Your Face Again,Maroon 5 / Cross,2007,If I Never See Your Face Again,Maroon 5-Rihanna,2008
4706,b197962,a12299,The Way You Look Tonight,Maroon 5,2009,The Way You Look Tonight,Maroon 5,2009
4708,b437313,a12300,Valerie,Mark Ronson featuring Amy Winehouse,2008,Valerie,Mark Ronson-Amy Winehouse,2007
4718,b39668,a12308,Come On,Levellers,2002,Come On,Levellers,2002
4719,b711041,a12309,Make You Happy,Levellers,2005,Make You Happy,Levellers,2005
4722,b567487,a12330,Millenium,Killing Joke,0,Millennium,Killing Joke,1994
4724,b772855,a12352,Rukous,Maj Karma,2006,Rukous,Maj Karma,2006
4729,b778845,a12370,All My Crushes,Magic Dirt,2003,All My Crushes,Magic Dirt,2004
4730,b469585,a12377,Flash Delirium,MGMT,2010,Flash Delirium,MGMT,2010
4731,b482576,a12378,Siberian Breaks,MGMT,2010,Siberian Breaks,MGMT,2010
4732,b305794,a12380,Congratulations,MGMT,2010,Congratulations,MGMT,2010
4737,b173903,a12409,Broke,Modest Mouse,1996,Broke,Modest Mouse,1996
4738,b336321,a12411,Go,Moby,1990,Go,Moby,1991
4743,b214396,a12431,Saturday Gigs,Mott The Hoople,1974,Saturday Gigs,Mott the Hoople,1974
4744,b142328,a12434,All The Young Dudes,Mott The Hoople,1972,All the Young Dudes,Mott the Hoople,1992
4749,b255647,a12472,Liza And Louise,NOFX,1992,Liza and Louise,NOFX,1992
4750,b51937,a12477,New Paths To Helicon,Mogwai,0,New Paths to Helicon,Mogwai,1997
4753,b108117,a12515,Mastermind,Mindless Self Indulgence,2007,Mastermind,Mindless Self Indulgence,2008
4754,b662296,a12518,On It,Mindless Self Indulgence,2007,On It,Mindless Self Indulgence,2008
4765,b789791,a12587,Travel Is Dangerous,Mogwai,2006,Travel Is Dangerous,Mogwai,2006
4766,b201832,a12600,Float On,Modest Mouse,2003,Float On,Modest Mouse,2004
4767,b12174,a12603,Satellite Skin,Modest Mouse,2009,Satellite Skin,Modest Mouse,2009
4768,b457928,a12604,Autumn Beds,Modest Mouse,2009,Autumn Beds,Modest Mouse,2009
4769,b697101,a12605,Perpetual Motion Machine,Modest Mouse,2009,Perpetual Motion Machine,Modest Mouse,2009
4770,b702922,a12607,You Can Take Your Time,Nina Nastasia,2009,You Can Take Your Time,Nina Nastasia,2010
4774,b611008,a12648,Listen To Your Friends,New Found Glory,2009,Listen to Your Friends,New Found Glory,2009
4776,b526837,a12663,Apologize,OneRepublic,2008,Apologize,OneRepublic,2007
4781,b396712,a12717,That's When I Reach For My Revolver,Moby,1996,That's When I Reach for My Revolver,Moby,1996
4791,b292153,a12740,So Far Away,Alan Parsons,1996,So Far Away,Alan Parsons,1996
4794,b587759,a12776,Say (All I Need),OneRepublic,2007,Say (All I Need),OneRepublic,2008
4795,b713675,a12777,Come Home,OneRepublic,2007,Come Home,OneRepublic,2009
4796,b155396,a12778,Secrets,OneRepublic,2009,Secrets,OneRepublic,2009
4797,b2041,a12779,All The Right Moves,OneRepublic,2009,All the Right Moves,OneRepublic,2010
4799,b541458,a12803,Seemann,Apocalyptica / Nina Hagen,2003,Seemann,Apocalyptica-Nina Hagen,2003
4802,b516283,a12809,Loverman,Nick Cave & The Bad Seeds,1994,Loverman,Nick Cave & The Bad Seeds,1994
4804,b274510,a12810,Red Right Hand,Nick Cave & The Bad Seeds,1994,Red Right Hand,Nick Cave & The Bad Seeds,1994
4805,b591992,a12812,Henry Lee,Nick Cave & The Bad Seeds,1996,Henry Lee,Nick Cave & The Bad Seeds,1996
4807,b23002,a12848,California,Phantom Planet,2001,California,Phantom Planet,2002
4810,b143557,a12855,I Don't Know What I Want Us To Do,Peter Bjorn And John,2002,I Don't Know What I Want Us to Do,Peter Bjorn and John,2002
4815,b96994,a12864,No Boundaries,Adam Lambert,2009,No Boundaries,Adam Lambert,2009
4816,b425004,a12866,Time For Miracles,Adam Lambert,2009,Time for Miracles,Adam Lambert,2009
4817,b624622,a12867,Whataya Want From Me,Adam Lambert,2009,Whataya Want From Me,Adam Lambert,2010
4820,b547796,a12868,If I Had You,Adam Lambert,2009,If I Had You,Adam Lambert,2010
4821,b596644,a12902,Marchin On,OneRepublic,2009,Marchin On,OneRepublic,2010
4822,b478491,a12903,Good Life,OneRepublic,2009,Good Life,OneRepublic,2010
4824,b160824,a12917,In God's Hands,Nelly Furtado,2006,In God's Hands,Nelly Furtado,2007
4825,b746570,a12923,Kick It,Nitzer Ebb,1995,Kick It,Nitzer Ebb,1995
4827,b822477,a12934,As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,2002,As I Sat Sadly by Her Side,Nick Cave & The Bad Seeds,2001
4828,b63981,a12935,Fifteen Feet Of Pure White Snow,Nick Cave & The Bad Seeds,0,Fifteen Feet of Pure White Snow,Nick Cave & The Bad Seeds,2001
4829,b189974,a12936,Love Letter,Nick Cave & The Bad Seeds,0,Love Letter,Nick Cave & The Bad Seeds,2002
4830,b382409,a12944,Summer Babe,Pavement,1991,Summer Babe,Pavement,1991
4832,b546198,a12983,If Leaving Me Is Easy,Phil Collins,1981,If Leaving Me Is Easy,Phil Collins,1981
4833,b620157,a12985,You Can't Hurry Love,Phil Collins,1982,You Can't Hurry Love,Phil Collins,1982
4834,b350165,a12988,Just,Mark Ronson feat. Phantom Planet,2007,Just,Mark Ronson-Phantom Planet,2006
4840,b353372,a12994,Show Me The Way,Peter Frampton,1975,Show Me the Way,Peter Frampton,1976
4844,b7658,a12997,People They Know,Peter Bjorn And John,2002,People They Know,Peter Bjorn and John,2003
4845,b211048,a12998,Young Folks,Peter_ Bjorn and John Featuring Victoria Bergsman,2006,Young Folks,Peter Bjorn and John-Victoria Bergsman,2006
4849,b651527,a12999,Let's Call It Off,Peter Bjorn And John,2006,Let's Call It Off,Peter Bjorn and John,2006
4850,b529637,a13000,Nothing To Worry About,Peter Bjorn And John,2009,Nothing to Worry About,Peter Bjorn and John,2009
4854,b602050,a13001,Lay It Down,Peter Bjorn And John,2009,Lay It Down,Peter Bjorn and John,2009
4861,b762631,a13022,The Wall Street Shuffle,10cc,1974,The Wall Street Shuffle,10cc,1974
4863,b125115,a13027,Try A Little Tenderness,Otis Redding,1966,Try a Little Tenderness,Otis Redding,1992
4866,b123005,a13043,Broken Strings,James Morrison Featuring Nelly Furtado,0,Broken Strings,James Morrison-Nelly Furtado,2008
4868,b118044,a13050,In This World,Moby,2002,In This World,Moby,2002
4869,b706746,a13053,Bring It On,Nick Cave,2003,Bring It On,Nick Cave & The Bad Seeds,2003
4870,b481591,a13055,Rock Of Gibraltar,Nick Cave & The Bad Seeds,2003,Rock of Gibraltar,Nick Cave & The Bad Seeds,2003
4873,b5574,a13056,Nature Boy,Nick Cave & The Bad Seeds,2004,Nature Boy,Nick Cave & The Bad Seeds,2004
4875,b164281,a13080,Range Life,Pavement,1994,Range Life,Pavement,1995
4877,b133577,a13082,Come Back And Stay,Paul Young,1983,Come Back and Stay,Paul Young,1983
4880,b137764,a13085,Everything Must Change,Paul Young,1984,Everything Must Change,Paul Young,1984
4883,b517675,a13116,One More Night,Phil Collins,1985,One More Night,Phil Collins,1985
4886,b69173,a13126,Walk Right Back,Perry Como,1973,Walk Right Back,Perry Como,1973
4893,b192736,a13138,Waterfall,10cc,1975,Waterfall,10cc,1975
4894,b28933,a13140,I'm Mandy Fly Me,10cc,1976,I'm Mandy Fly Me,10cc,1975
4895,b357918,a13142,Good Morning Judge,10cc,1977,Good Morning Judge,10cc,1977
4898,b582492,a13158,Lift Me Up,Moby,2005,Lift Me Up,Moby,2005
4900,b698821,a13162,More News From Nowhere,Nick Cave & The Bad Seeds,2008,More News From Nowhere,Nick Cave & The Bad Seeds,2008
4902,b115642,a13187,Love Will Tear Us Apart,Paul Young,1983,Love Will Tear Us Apart,Paul Young,1984
4908,b415656,a13207,Sussudio,Phil Collins,1985,Sussudio,Phil Collins,1985
4909,b665042,a13208,Another Day In Paradise,Phil Collins,1989,Another Day in Paradise,Phil Collins,1989
4922,b554413,a13226,Dreadlock Holiday,10cc,1978,Dreadlock Holiday,10cc,1978
4923,b83452,a13230,Morning After Dark,Timbaland / Nelly Furtado / Soshy,0,Morning After Dark,Timbaland-Nelly Furtado-SoShy,2009
4925,b82256,a13231,Who Wants To Be Alone,Ti\xc3\xabsto feat. Nelly Furtado,0,Who Wants to Be Alone,Tiësto-Nelly Furtado,2010
4932,b734050,a13235,Beautiful,Moby,2005,Beautiful,Moby,2005
4942,b243920,a13241,Only Love Can Break Your Heart,Saint Etienne,1990,Only Love Can Break Your Heart,Saint Etienne,1990
4946,b790564,a13249,The Real Thing,Russell Morris,1999,The Real Thing,Russell Morris,1969
4947,b750821,a13267,Gentle Tuesday,Primal Scream,1987,Gentle Tuesday,Primal Scream,1987
4948,b555379,a13268,Imperial,Primal Scream,1987,Imperial,Primal Scream,1987
4952,b562597,a13277,Give It A Day,Pavement,1996,Give It A Day,Pavement,—
4953,b22007,a13281,Love Is The Law,Paul Kelly,0,Love Is the Law,Paul Kelly,2001
4956,b559270,a13297,I Wish It Would Rain Down,Phil Collins,1989,I Wish It Would Rain Down,Phil Collins,1990
4958,b106189,a13298,Do You Remember?,Phil Collins,1989,Do You Remember?,Phil Collins,1990
4959,b522176,a13299,Hang In Long Enough,Phil Collins,1989,Hang in Long Enough,Phil Collins,1990
4962,b823480,a13305,Lovetown,Peter Gabriel,1994,Lovetown,Peter Gabriel,1994
4965,b87192,a13328,Kiss And Make Up,Saint Etienne,1990,Kiss and Make Up,Saint Etienne,1990
4966,b689883,a13329,Nothing Can Stop Us Now,Saint Etienne,2004,Nothing Can Stop Us,Saint Etienne,1991
4968,b88663,a13340,Wonderwall,Ryan Adams,2003,Wonderwall,Ryan Adams,2004
4970,b211265,a13343,The Hardest Part,Ryan Adams & The Cardinals,2005,The Hardest Part,Ryan Adams,—
4971,b190302,a13358,Johnny And Mary,Robert Palmer,1984,Johnny And Mary,Robert Palmer,1979
4979,b142523,a13372,Loaded,Primal Scream,1990,Loaded,Primal Scream,1990
4981,b527504,a13374,Higher Than The Sun,Primal Scream,1991,Higher Than the Sun,Primal Scream,1991
4985,b574494,a13375,Movin' On Up,Primal Scream,1991,Movin' On Up,Primal Scream,1991
4986,b800057,a13376,Rocks,Primal Scream,1994,Rocks,Primal Scream,1994
4988,b9319,a13379,It Will Be You,Paul Young,1993,It Will Be You,Paul Young,1994
4989,b437912,a13380,I Wish You Love,Paul Young,1997,I Wish You Love,Paul Young,1997
4990,b518575,a13395,Everyday,Phil Collins,1993,Everyday,Phil Collins,1994
4992,b518575,a13396,Everyday,Phil Collins,1993,Everyday,Phil Collins,1994
4995,b569446,a13414,Pale Horses,Moby,2009,Pale Horses,Moby,2009
5004,b700775,a13426,Avenue,Saint Etienne,1992,Avenue,Saint Etienne,1992
5005,b487008,a13429,All I Wanna Do,Sheryl Crow,1993,All I Wanna Do,Sheryl Crow,1994
5006,b244629,a13443,The Tide Is Turning (After Live Aid),Roger Waters,1987,The Tide Is Turning (After Live Aid),Roger Waters,1987
5007,b192135,a13446,The Bravery Of Being Out Of Range,Roger Waters,1992,The Bravery of Being Out of Range,Roger Waters,1992
5008,b530133,a13450,Silk Rotor,Robert Pollard,2010,Silk Rotor,Robert Pollard,2010
5009,b213724,a13456,Looking For Clues,Robert Palmer,1980,Looking for Clues,Robert Palmer,1980
5013,b517336,a13457,Some Guys Have All The Luck,Robert Palmer,1981,Some Guys Have All the Luck,Robert Palmer,1981
5015,b108986,a13458,Addicted To Love,Robert Palmer,1985,Addicted to Love,Robert Palmer,1986
5017,b23962,a13461,I'll Be Your Baby Tonight,Robert Palmer Featuring UB40,1990,I’ll Be Your Baby Tonight,Robert Palmer-UB40,1990
5024,b713085,a13464,Lazy Days,Robbie Williams,1997,Lazy Days,Robbie Williams,1997
5026,b461470,a13476,Jailbird,Primal Scream,1994,Jailbird,Primal Scream,1994
5027,b159668,a13478,Kowalski,Primal Scream,1997,Kowalski,Primal Scream,1997
5032,b3901,a13479,Star,Primal Scream,1997,Star,Primal Scream,1997
5034,b416738,a13486,We Wait And We Wonder,Phil Collins,1993,We Wait and We Wonder,Phil Collins,1994
5035,b705635,a13496,Welcome To Paradise,10cc,1992,Welcome to Paradise,10cc,1992
5036,b693839,a13499,Ready To Go Home,10cc,1995,Ready to Go Home,10cc,1995
5037,b551407,a13500,One Time We Lived,Moby,2009,One Time We Lived,Moby,2009
5041,b661180,a13512,Pale Movie,Saint Etienne,1994,Pale Movie,Saint Etienne,1994
5042,b348761,a13513,Like A Motorway,Saint Etienne,1994,Like a Motorway,Saint Etienne,1994
5053,b609890,a13525,Is There Anybody There?,Scorpions,1979,Is There Anybody There,Scorpions,1979
5054,b542629,a13526,Leaving Las Vegas,Sheryl Crow,1993,Leaving Las Vegas,Sheryl Crow,1994
5059,b716660,a13528,Strong Enough,Sheryl Crow / Dixie Chicks,1993,Strong Enough,Sheryl Crow,1994
5060,b90496,a13529,Can't Cry Anymore,Sheryl Crow,1993,Can't Cry Anymore,Sheryl Crow,1995
5061,b579835,a13530,A Change Would Do You Good,Sheryl Crow,1996,A Change Would Do You Good,Sheryl Crow,1996
5062,b542062,a13531,Love Gets Me Every Time,Shania Twain,1997,Love Gets Me Every Time,Shania Twain,1997
5065,b555066,a13532,You're Still The One,Shania Twain,1997,You're Still the One,Shania Twain,1998
5069,b717217,a13533,When,Shania Twain,1997,When,Shania Twain,1998
5073,b143692,a13534,From This Moment On,Shania Twain,1998,From This Moment On,Shania Twain,1998
5074,b346026,a13535,Man! I Feel Like A Woman!,Shania Twain,1997,Man! I Feel Like a Woman!,Shania Twain,1998
5079,b474262,a13553,If I Were A Carpenter,Robert Plant,1993,If I Were a Carpenter,Robert Plant,1994
5080,b656598,a13554,Every Kinda People,Robert Palmer,1978,Every Kinda People,Robert Palmer,1991
5082,b777645,a13558,TV Dinners,Robert Palmer,2002,TV Dinners,Robert Palmer,2003
5088,b491391,a13563,No Regrets,Robbie Williams,1998,No Regrets,Robbie Williams,1998
5090,b173597,a13570,Burning Wheel,Primal Scream,1997,Burning Wheel,Primal Scream,1997
5091,b499596,a13572,Swastika Eyes,Primal Scream,1999,Swastika Eyes,Primal Scream,1999
5092,b17570,a13574,Accelerator,Primal Scream,2000,Accelerator,Primal Scream,2000
5094,b169304,a13619,Back & Forth,Aaliyah,1994,Back & Forth,Aaliyah,1994
5106,b129959,a13632,Remedy,Seether,2005,Remedy,Seether,2005
5109,b767546,a13640,Joanna,Scott Walker,0,Joanna,Scott Walker,1968
5110,b776642,a13646,Don't Believe Her,Scorpions,1990,Don't Believe Her,Scorpions,1990
5111,b128314,a13648,Tease Me Please Me,Scorpions,1990,Tease Me Please Me,Scorpions,1990
5112,b688333,a13649,Everyday Is A Winding Road,Sheryl Crow,1996,Everyday Is a Winding Road,Sheryl Crow,1996
5117,b688333,a13650,Everyday Is A Winding Road,Sheryl Crow,1996,Everyday Is A Winding Road,Sheryl Crow,1996
5122,b648574,a13651,If It Makes You Happy,Sheryl Crow,1996,If It Makes You Happy,Sheryl Crow,1996
5125,b745948,a13654,Don't Be Stupid (You Know I Love You),Shania Twain,1997,Don’t Be Stupid (You Know I Love You),Shania Twain,1999
5128,b35295,a13682,Miss Lucifer,Primal Scream,2002,Miss Lucifer,Primal Scream,2002
5130,b748697,a13683,Some Velvet Morning,Primal Scream;Kate Moss,2002,Some Velvet Morning,Primal Scream,2003
5133,b756060,a13686,Can't Go Back,Primal Scream,2008,Can't Go Back,Primal Scream,2008
5136,b640560,a13749,I Want Candy,Aaron Carter,2000,I Want Candy,Aaron Carter,2000
5138,b739561,a13750,That's How I Beat Shaq,Aaron Carter,2001,That's How I Beat Shaq,Aaron Carter,2001
5139,b736932,a13751,Wir trafen uns in einem Garten mit Max,2raumwohnung,2000,Wir trafen uns in einem Garten,2raumwohnung,2000
5140,b174011,a13752,At Your Best You Are Love,Aaliyah,1997,At Your Best (You Are Love),Aaliyah,1994
5141,b616819,a13754,The Thing I Like,Aaliyah,1994,The Thing I Like,Aaliyah,1995
